"","X.1","place","subject","identifier","type","lastname","firstname","translator","title","volume","edition","place_4","place_3","place_2","publisher","year","format","ISBN","ISSN","ISMN","EAN.UPC","binding.price","language","country","date.of.publication","description","collective.title","links","relation","rights","subject.headings","connected.titles","uniform.title","frequency","wv.number","Freq","X","latitude","longitude","author"
"33032",33032,"Warszawa","59 Belletristik","ISBN:83-85476-06-7 kart., IDN:931269288",NA,"Courths-Mahler","Hedwig"," Kaźmierczak, Ewa [Mitwirkender]","Tajemnicza miłość Anny / Jadwiga Courths-Mahler. [Adaptacja i red. merytoryczna Ewa Kaźmierczak]","","",NA,NA,NA," Profi",1991,"128 S. ; 20 cm","83-85476-06-7",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","","","93,G04,1040",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33033",33033,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-610-3 Broschur, IDN:108180159X","","Courths-Mahler","Hedwig"," Behlert, Małgorzata [Mitwirkender]","[Du darfst nicht von mir gehen] ; Dwa listy / Jadwiga Courths-Mahler ; przekład: Małgorzata Behlert","","",NA,NA,NA," Edipresse-Kolekcje",2014,"269 Seiten ; 18 cm","978-83-7989-610-3",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka romansu ; tom 38","","http://d-nb.info/1072087359",NA,"","","Du darfst nicht von mir gehen","","16,A17",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33034",33034,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7414-752-1 Pp. : zł 29.90, IDN:100378643X",NA,"Erpenbeck","Jenny"," Borg, Eliza [Übersetzer]","Klucz do ogrodu / Jenny Erpenbeck. Przeł. Eliza Borg","","Wyd. 1",NA,NA,NA," Wydawn. W.A.B.",2010,"221 S. ; 21 cm","978-83-7414-752-1",NA,NA,NA,"Pp. : zł 29.90","pol","XA-PL","",NA,"Don Kichot i Sancho Pansa; Kroki","","",NA,"","","Heimsuchung <poln.>","","10,A50",744,1921,52.2319581,21.0067249,"Erpenbeck, Jenny"
"33041",33041,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7686-759-5 Broschur : PLN 39.90, IDN:1205704213",NA,"Kasten","Mona"," Spirydowicz, Ewa [Übersetzer]","[Kasten] ; Save me / Mona Kasten ; tłumaczenie Ewa Spirydowicz","","Wydanie pierwsze",NA,NA,NA," Jaguar",2019,"384 Seiten ; 22 cm","978-83-7686-759-5",NA,NA,NA,"Broschur : PLN 39.90","pol","XA-PL","",NA,"Mona Kasten: Trylogia Maxton Hall : Verfasser : 2019$n2019 ; 1","","http://d-nb.info/1208519999",NA,"","","Mona Kasten: Save me",NA,"20,A18",744,1921,52.2319581,21.0067249,"Kasten, Mona"
"33042",33042,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-64700-85-9 Broschur, 83-64700-85-5, IDN:1078165106","","Zweig","Stefanie"," Borg, Eliza [Übersetzer]","[Die Kinder der Rothschildallee] ; Dzieci z Alei Rothschildów / Stefanie Zweig ; przełożyła Eliza Borg","","Wydanie piersze",NA,NA,NA," Wydawnictwo Marginesy",2015,"317 Seiten ; 21 cm","978-83-64700-85-9",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1078165106/04]","",NA,"Frankfurt am Main ; Alltag ; Familie ; Juden ; Geschichte 1900-1917","","Die Kinder der Rothschildallee","","18,A18",744,1921,52.2319581,21.0067249,"Zweig, Stefanie"
"33043",33043,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-598-4 Broschur, 83-7989-598-3, IDN:1079109528","","Courths-Mahler","Hedwig"," Sawicki, Wawrzyniec [Übersetzer]","[Dein ist mein Herz] ; Desperacki krok / Jadwiga Courths-Mahler ; przekład: Wawrzyniec Sawicki","","",NA,NA,NA," Edipresse Kolekcje",2014,"285 Seiten ; 18 cm","978-83-7989-598-4",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka romansu ; Tom 26","","http://d-nb.info/1072087359",NA,"","","Dein ist mein Herz","","94,P01",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33045",33045,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-247-2160-3 kart. : zł 34.90, IDN:1011780984",NA,"Morese","Maria Carmen"," Jatkowska, Magdalena [Übersetzer]","Amore, amore! : miłość po włosku / Maria Carmen Morese. Z niemieckiego przeł. Magdalena Jatkowska","","",NA,NA,NA," Świat Książki",2011,"271 S. ; 20 cm","978-83-247-2160-3",NA,NA,NA,"kart. : zł 34.90","pol","XA-PL",NA,NA,"","","",NA,"Neapel ; Journalistin ; Recherche ; Italienbild ; Belletristische Darstellung","","Amore, amore! <poln.>","","11,A34",744,1921,52.2319581,21.0067249,"Morese, Maria Carmen"
"33046",33046,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-209-5 Broschur : PLN 9.99, IDN:1203215932",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; Odnaleźć Natalie / Patricia Vandenberg ; tłumaczenie: Paulina Wojnakowska","","",NA,NA,NA," Edipresse Polska",2019,"187 Seiten ; 18 cm","978-83-8164-209-5",NA,NA,NA,"Broschur : PLN 9.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 24","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Natalie, das Findelkind",NA,"20,A11",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33048",33048,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:83-7414-118-2 kart. : zł 29.90, IDN:977752011",NA,"Jelinek","Elfriede",NA,"Wykluczeni / Elfriede Jelinek. Przeł.: Anna Majkiewicz i Joanna Ziemska","","Wyd. 1",NA,NA,NA," Wydawn. W.A.B.",2005,"268 S. ; 20 cm","83-7414-118-2",NA,NA,NA,"kart. : zł 29.90","pol","XA-PL",NA,NA,"","","",NA,"","","Die Ausgesperrten <poln.>",NA,"06,A38,1699",744,1921,52.2319581,21.0067249,"Jelinek, Elfriede"
"33051",33051,"Warszawa","59 Belletristik","ISBN:83-86743-60-3 kart., IDN:94867413X",NA,"Moser","Milena",NA,"Ksie̜ga samotnic / Milena Moser. Przeł. Alicja Buras","","",NA,NA,NA," Noir sur Blanc",1996,"102 S. ; 24 cm","83-86743-60-3",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","Das Schlampenbuch <poln.>","","97,G02,1843",744,1921,52.2319581,21.0067249,"Moser, Milena"
"33052",33052,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7836-491-7 Broschur, IDN:1076998208","","Wojnakowska-Jabłońska","Paulina",NA,"[Schatten auf unserem Glück] ; Czarne chmury / przekład Paulina Wojnakowska","","",NA,NA,NA," Wydawnictwo Pi",2015,"183 Seiten ; 18 cm","978-83-7836-491-7",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"Doktor Stefan Frank ... lekarz znany i lubiany : [2015]- ; tom 11; Światowy bestseller","","http://d-nb.info/1096830493",NA,"","","Schatten auf unserem Glück","","16,A20",744,1921,52.2319581,21.0067249,"Wojnakowska-Jabłońska, Paulina"
"33054",33054,"Warszawa","59 Belletristik","ISBN:83-7060-501-X kart. : zł 6.50, IDN:959283781",NA,"Fischer","Marie Louise",NA,"Dwa oblicza miłości : romans / Marie Louise Fischer. Przekł.: Dorota Viwegier","","",NA,NA,NA," Interart",1996,"231 S. ; 18 cm","83-7060-501-X",NA,NA,NA,"kart. : zł 6.50","pol","XA-PL","","","Ksia̜żka dla ciebie ; 3,96","","http://d-nb.info/951699059",NA,"","","Die andere Seite der Liebe <poln.>","","00,G03,1622",744,1921,52.2319581,21.0067249,"Fischer, Marie Louise"
"33057",33057,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7705-694-3 Broschur, 83-7705-694-1, IDN:1068220929","","Fux","Christiane"," Kłys, Olga [Mitwirkender]","[Das letzte Geleit] ; Ostatnia posługa / Christiane Fux ; przełożyła Olga Kłys","","",NA,NA,NA," Imprint - Dom Wydawniczy PWN",2014,"338 Seiten ; 20 cm","978-83-7705-694-3",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"","","",NA,"Frau ; Greisenalter ; Begegnung ; Neurowissenschaftler ; Geheimnis ; Mord ; Bestatter ; Aufklärung &lt;Kriminologie> ; Geschichte 1943-2009","","Das letzte Geleit","","16,A06",744,1921,52.2319581,21.0067249,"Fux, Christiane"
"33060",33060,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-277-4 Broschur : PLN 10.99, IDN:1203217188",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; On jest tylko moj! / Patricia Vandenberg ; tłumaczenie: Anna Just","","",NA,NA,NA," Edipresse Polska",2019,"188 Seiten ; 18 cm","978-83-8164-277-4",NA,NA,NA,"Broschur : PLN 10.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 33","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Mein Sohn gehört zu mir",NA,"20,A11",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33061",33061,"Warszawa","59 Belletristik","ISBN:83-06-01964-4 kart., IDN:930202511",NA,"Haushofer","Marlen",NA,"Ściana / Marlen Haushofer. Przeł. Zofia Kania","","Wyd. 1",NA,NA,NA," Państwowy Inst. Wydawn.",1990,"240 S. ; 20 cm","83-06-01964-4",NA,NA,NA,"kart.","pol","XA-PL","","","Klub interesuja̜cej ksia̜żki","","",NA,"","","Die Wand <poln.>","","93,G01,1226",744,1921,52.2319581,21.0067249,"Haushofer, Marlen"
"33067",33067,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-62252-53-4 kart. : zł 39.90, IDN:1018221107",NA,"Knobloch","Ina"," Urban, Miłosz [Übersetzer]","Perfumiarz : powieść historyczna / Ina Knobloch. Przeł. Miłosz Urban","","",NA,NA,NA," Wydawn. Telbit",2011,"349 S. ; 21 cm","978-83-62252-53-4",NA,NA,NA,"kart. : zł 39.90","pol","XA-PL",NA,NA,"Nefretete","","",NA,"Italiener ; Parfümherstellung ; Jugendliebe ; Eau de Cologne ; Geschichte 1685-1714 ; Belletristische Darstellung","","Der Duftmacher <poln.>","","12,A12",744,1921,52.2319581,21.0067249,"Knobloch, Ina"
"33069",33069,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-237-2 kart. : zł 11.99, 83-7989-237-2, IDN:1065846533","","Courths-Mahler","Hedwig"," Sawicki, Wawrzyniec [Übersetzer]","Kaprysy losu / Jadwiga Courths-Mahler. Przekł. Wawrzyniec Sawicki","","",NA,NA,NA," Wydawn. Edipresse-Kolekcje",2014,"366 S. ; 18 cm","978-83-7989-237-2",NA,NA,NA,"kart. : zł 11.99","pol","XA-PL",NA,NA,"Biblioteka romansu ; T. 5","","http://d-nb.info/1072087359",NA,"","","Des Schicksals Wellen <poln.>","","15,A38",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33070",33070,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-61432-12-8 Broschur, 83-61432-12-4, IDN:1056898844",NA,"Kłopocka","Agnieszka"," Iłłakowiczówna, Kazimiera (1892-1983) [Mitwirkender]","Lenc / Georg Büchner ; przełożyła Kazimiera Iłłakowiczówna","","Wydanie I",NA,NA,NA," Axis Mundi",2011,"84 Seiten ; 23 cm","978-83-61432-12-8",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka TW-ON","","",NA,"","","Büchner","","94,P01",744,1921,52.2319581,21.0067249,"Kłopocka, Agnieszka"
"33077",33077,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-600-4 Broschur, 83-7989-600-9, IDN:1081800941","","Courths-Mahler","Hedwig",NA,"[Der verhängnisvolle Brief] ; Fatalny list / Jadwiga Courths-Mahler ; przekład: Wawrzyniec Sawicki","","",NA,NA,NA," Edipresse Kolekcje",2014,"301 Seiten ; 18 cm","978-83-7989-600-4",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka romansu ; Tom 33","","http://d-nb.info/1072087359",NA,"","","Der verhängnisvolle Brief","","16,A07",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33082",33082,"Warszawa","830 Deutsche Literatur ; B Belletristik","IDN:1082522511","","Courths-Mahler","Hedwig",NA,"[Ich, weiss, was du mir bist] ; Wiem, kim jesteś / Jadwiga Courths-Mahler ; przekład: Wawrzyniec Sawicki","","",NA,NA,NA," Edipresse Kolekcje",2014,"2 Bände ; 18 cm","",NA,NA,NA,"","pol","XA-PL",NA,NA,"","","",NA,"","","Ich, weiss, was du mir bist","","",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33088",33088,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7414-575-6 kart. : zł 34.90, IDN:997097256","","Jelinek","Elfriede"," Majkiewicz, Anna [Übersetzer]","Jesteśmy przyne̜ta̜ kochanie! / Elfriede Jelinek. Przeł.: Anna Majkiewicz i Joanna Ziemska","","Wyd. 1",NA,NA,NA," Wydawn. W.A.B.",2009,"318 S. ; 20 cm","978-83-7414-575-6","",NA,NA,"kart. : zł 34.90","pol","XA-PL","",NA,"","","",NA,"","","Wir sind Lockvögel, Baby! <poln.>","","10,A18",744,1921,52.2319581,21.0067249,"Jelinek, Elfriede"
"33089",33089,"Warszawa","59 Belletristik","ISBN:83-85184-03-1 kart., IDN:921374372",NA,"Marlitt","E.",NA,"Ksie̜żniczka wrzosów / Eugenia Marlitt. Przekł.: Janiny Bucholtzowej","","",NA,NA,NA," Book-Tranzyt",1990,"281 S. ; 20 cm","83-85184-03-1",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","","","92,G04,1168",744,1921,52.2319581,21.0067249,"Marlitt, E."
"33090",33090,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-071-8 Broschur : PLN 9.99, 83-8164-071-7, IDN:1197028757",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; To będzie dobry dzień / Patricia Vandenberg ; tłumaczenie: Paulina Wojnakowska","","",NA,NA,NA," Edipresse Polska",2019,"187 Seiten ; 18 cm","978-83-8164-071-8",NA,NA,NA,"Broschur : PLN 9.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 20","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Ein Tag, der so schön begann",NA,"19,A46",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33092",33092,"Warszawa","59 Belletristik","ISBN:83-05-12667-6 kart., IDN:942241282",NA,"Heller","Eva",NA,"Z naste̜pnym be̜dzie zupełnie inaczej / Eva Heller. Przekł. z niemieckiego Zbigniew Bauer ; Wawrzyniec Sawicki","","Wyd. 1",NA,NA,NA," Ksia̜żka i Wiedza",1993,"292 S. ; 21 cm","83-05-12667-6",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","Beim nächsten Mann wird alles anders <poln.>","","95,G02,1487",744,1921,52.2319581,21.0067249,"Heller, Eva"
"33097",33097,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-275-0 Broschur, IDN:1203217080",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; Nie opuszczaj mnie, mamo! / Patricia Vandenberg ; tłumaczenie: Anna Just","","",NA,NA,NA," Edipresse Polska",2019,"188 Seiten ; 18 cm","978-83-8164-275-0",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 31","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Lass mich bei dir bleiben, Mutti",NA,"20,A11",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33098",33098,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-287-0774-0 Broschur, IDN:1156955610","","Taylor","Kathryn",NA,"[Colours of love - verführt] ; Barwy miłości - uwiedzenie / Kathryn Taylor ; przełożył Miłosz Urban","","Wydanie 1",NA,NA,NA," Akurat",2017,"347 Seiten ; 21 cm","978-83-287-0774-0","",NA,NA,"Broschur","pol","XA-PL","",NA,"","","",NA,"","","Colours of love - verführt","","18,A22",744,1921,52.2319581,21.0067249,"Taylor, Kathryn"
"33101",33101,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8117-841-9 Broschur : PLN 9.99, 83-8117-841-X, IDN:1190648644","","Vandenberg","Patricia",NA,"[Vandenberg] ; Brak miejsca / Patricia Vandenberg ; tłumaczenie: Paulina Wojankowska","","",NA,NA,NA," Edipresse Polska",2018,"186 Seiten ; 18 cm","978-83-8117-841-9",NA,NA,NA,"Broschur : PLN 9.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 6","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Kein Platz für Susanne",NA,"19,A46",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33107",33107,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-85683-38-4 Festeinband, 83-85683-38-0, IDN:1078754160",NA,"Materni","Undine"," Śnieciński, Marek [Übersetzer]","Dni przekraczają rzekę = Die Tage kommen über den Fluss / Undine Materni ; przekład Marek Śnieciński","","",NA,NA,NA," Tikkun",2006,"117 Seiten ; 21 cm","978-83-85683-38-4",NA,NA,NA,"Festeinband","ger","XA-PL",NA,NA,"","Inhaltsverzeichnis [http://d-nb.info/1078754160/04]","",NA,"","","",NA,"94,P01",744,1921,52.2319581,21.0067249,"Materni, Undine"
"33109",33109,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8177-087-3 Broschur, IDN:1204389799",NA,"Cullen","July"," Wojnakowska-Jabłońska, Paulina [Übersetzer]","[Verbotener Tanz] ; Zmysłowy taniec / July Cullen ; tłumaczenie Paulina Wojnakowska","","",NA,NA,NA," Wydawnictwo Edipresse Kolekcje Sp. z o.o.",2019,"168 Seiten ; 18 cm","978-83-8177-087-3",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"Oblicza namiętności ; tom 5","","http://d-nb.info/1205483438",NA,"","","Verbotener Tanz",NA,"20,A11",744,1921,52.2319581,21.0067249,"Cullen, July"
"33114",33114,"Warszawa","59 Belletristik","ISBN:83-05-12707-9 kart., IDN:948855509",NA,"Lind","Hera",NA,"Me̜żczyzna na każda̜ tonacje̜ / Hera Lind. Z je̜zyka niemieckiego przeł. Jerzy Michniewicz","","Wyd. 1",NA,NA,NA," Ksia̜żka i Wiedza",1994,"255 S. ; 21 cm","83-05-12707-9",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","Ein Mann für jede Tonart <poln.>","","97,G01,1843",744,1921,52.2319581,21.0067249,"Lind, Hera"
"33118",33118,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-066-4 Broschur : PLN 9.99, 83-8164-066-0, IDN:1199951471",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; Tajemnica sieroty / Patricia Vandenberg ; tłumaczenie: Anna Just","","",NA,NA,NA," Edipresse Polska",2019,"187 Seiten ; 18 cm","978-83-8164-066-4",NA,NA,NA,"Broschur : PLN 9.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 15","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Geheimnis um ein Waisenkind",NA,"20,A11",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33129",33129,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:83-7319-654-4 kart. : zł 24.90, IDN:976605066",NA,"Shakib","Siba",NA,"Samira i Samir / Siba Shakib. Przeł. Barbara Tarnas","","Wyd. 1",NA,NA,NA," Warszawskie Wydawn. Literackie Muza",2005,"277 S. ; 21 cm","83-7319-654-4",NA,NA,NA,"kart. : zł 24.90","pol","XA-PL",NA,NA,"","","",NA,"","","Samira & Samir <poln.>",NA,"08,A08,2176",744,1921,52.2319581,21.0067249,"Shakib, Siba"
"33130",33130,"Warszawa","59 Belletristik","ISBN:83-86743-92-1 kart., IDN:959087591",NA,"Faschinger","Lilian",NA,"Magdalena grzesznica / Lilian Faschinger. Przeł. Tomasz Dragan","","",NA,NA,NA," Noir sur Blanc",1998,"271 S. ; 24 cm","83-86743-92-1",NA,NA,NA,"kart.","pol","XA-PL","","","Z pantofelkiem","","",NA,"","","Magdalena Sünderin <poln.>","","00,G03,1620",744,1921,52.2319581,21.0067249,"Faschinger, Lilian"
"33134",33134,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8164-215-6 Broschur : PLN 10.99, IDN:1203216920",NA,"Vandenberg","Patricia",NA,"[Vandenberg] ; Pocieszycielka Nanni / Patricia Vandenberg ; tłumaczenie: Paulina Wojnakowska","","",NA,NA,NA," Edipresse Polska",2019,"187 Seiten ; 18 cm","978-83-8164-215-6",NA,NA,NA,"Broschur : PLN 10.99","pol","XA-PL","",NA,"Patricia Vandenberg: Słoneczny Zakątek, 2007 : Verfasser ; tom 30","","http://d-nb.info/1198273534",NA,"","","Patricia Vandenberg: Mit Nanni kam das Glück",NA,"20,A11",744,1921,52.2319581,21.0067249,"Vandenberg, Patricia"
"33135",33135,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-280-5388-5 Festeinband, IDN:1164450174","","Taschler","Judith W.",NA,"[Bleiben] ; Zostać / Judith W. Taschler ; przełożyła Aldona Zaniewska","","Wydanie 1",NA,NA,NA," Wydawnictwowab",2016,"301 Seiten ; 21 cm","978-83-280-5388-5",NA,NA,NA,"Festeinband","pol","XA-PL","",NA,"","","",NA,"Ehefrau ; Musikerin ; Zusammenkunft ; Freund ; Jugend ; Erinnerung ; Verlieben","","Bleiben",NA,"18,A35",744,1921,52.2319581,21.0067249,"Taschler, Judith W."
"33138",33138,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7414-330-1 kart. : zł 39.90, IDN:986874523",NA,"Jelinek","Elfriede",NA,"Ża̜dza / Elfriede Jelinek. Przeł. Agnieszka Kowaluk","","Wyd. 1",NA,NA,NA," Wydawn. W.A.B.",2007,"412 S. ; 20 cm","978-83-7414-330-1",NA,NA,NA,"kart. : zł 39.90","pol","XA-PL",NA,NA,"","","",NA,"","","Gier <poln.>",NA,"08,A24,1908",744,1921,52.2319581,21.0067249,"Jelinek, Elfriede"
"33144",33144,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7554-109-0 kart. : zł 34.90, 83-7554-109-5, IDN:1024634701","","Roche","Charlotte"," Kochanowska-Szlęzak, Ewa [Übersetzer]","Wilgotne miejsca : powieść / Charlotte Roche. Przekł. Ewa Kochanowska","","Wyd. 1.",NA,NA,NA," Wydawn. Czarna Owca",2009,"199 S. ; 21 cm","978-83-7554-109-0","",NA,NA,"kart. : zł 34.90","pol","XA-PL","",NA,"","","",NA,"","","Feuchtgebiete <poln.>","","13,A03",744,1921,52.2319581,21.0067249,"Roche, Charlotte"
"33149",33149,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-606-6 Broschur, 83-7989-606-8, IDN:108180081X","","Courths-Mahler","Hedwig",NA,"[Die Adoptivtochter] ; Przybrana córka / Jadwiga Courths-Mahler ; przekład: Wawrzyniec Sawicki.","","",NA,NA,NA," Edipresse Kolekcje",2014,"221Seiten ; 18 cm","978-83-7989-606-6",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka romansu ; Tom 34","","http://d-nb.info/1072087359",NA,"","","Die Adoptivtochter","","16,A07",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33153",33153,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-8069-451-4 Broschur, 83-8069-451-1, IDN:1120959217","","Herrmann","Elisabeth"," Łygaś, Wojciech [Übersetzer]","[Der Schneegänger] ; Śnieżny wędrowiec / Elisabeth Herrmann ; przełożył Wojciech Łygaś","","",NA,NA,NA," Prószyński i S-ka",2016,"511 Seiten ; 20 cm","978-83-8069-451-4",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"","","",NA,"","","Der Schneegänger",NA,"16,A50",744,1921,52.2319581,21.0067249,"Herrmann, Elisabeth"
"33157",33157,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7989-241-9 Broschur, 83-7989-241-0, IDN:1065846878","","Courths-Mahler","Hedwig",NA,"[Hilfe für Mona] ; Pomóżcie Monice / Jadwiga Courths-Mahler ; przekład: Małgorzata Behlert","","",NA,NA,NA," Edipresse-Kolekcje",2014,"284 Seiten ; 18 cm","978-83-7989-241-9",NA,NA,NA,"Broschur","pol","XA-PL",NA,NA,"Biblioteka romansu ; Tom 9","","http://d-nb.info/1072087359",NA,"","","Hilfe für Mona","","16,A07",744,1921,52.2319581,21.0067249,"Courths-Mahler, Hedwig"
"33158",33158,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7686-802-8 Broschur, IDN:1205575715",NA,"Kneidl","Laura"," Grzelak, Joanna [Übersetzer]","[Berühre mich, nicht] ; Jednak mnie, kochaj / Laura Kneidl ; przełożyła Joanna Grzelak","","Wydanie pierwsze",NA,NA,NA," Jaguar",2019,"423 Seiten ; 21 cm","978-83-7686-802-8",NA,NA,NA,"Broschur","pol","XA-PL","",NA,"","","",NA,"","","Berühre mich, nicht",NA,"20,A12",744,1921,52.2319581,21.0067249,"Kneidl, Laura"
"33159",33159,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-258-0413-8 kart. : zł 36.90, 83-258-0413-0, IDN:1026310962",NA,"Thorn","Ines"," Janiszewska, Agata [Übersetzer]","Córka kupca / Ines Thorn. Z niemieckiego przeł. Agata Janiszewska","","",NA,NA,NA," Świat Książki",2011,"414 S. ; 22 cm","978-83-258-0413-8",NA,NA,NA,"kart. : zł 36.90","pol","XA-PL",NA,NA,"","","",NA,"Frankfurt am Main ; Kaufmann ; Familie ; Geschichte 1500-1548 ; Belletristische Darstellung","","Die Kaufmannstochter <poln.>","","13,A18",744,1921,52.2319581,21.0067249,"Thorn, Ines"
"33162",33162,"Warszawa","830 Deutsche Literatur ; B Belletristik","ISBN:978-83-7943-425-1 kart., IDN:1048165027","","Hagena","Katharina"," Zaniewska, Aldona [Übersetzer]","Smak pestek jabtek / Katharina Hagena. Z niemieckiego przeł. Aldona Zaniewska","","",NA,NA,NA," Świat Ksiązki",2014,"221 S. ; 22 cm","978-83-7943-425-1",NA,NA,NA,"kart.","pol","XA-PL",NA,NA,"Leniwa niedziela","","",NA,"Großmutter ; Tod ; Enkelin ; Erinnerung ; Belletristische Darstellung","","Der Geschmack von Apfelkernen <poln.>","","14,A51",744,1921,52.2319581,21.0067249,"Hagena, Katharina"
"33163",33163,"Warszawa","59 Belletristik","ISBN:83-85749-14-4 kart., IDN:956279309",NA,"Lind","Hera",NA,"Czarodziejka / Hera Lind. Przekł. Janina Zapaśnik-Ogrzewalska","","1. wyd. polskie",NA,NA,NA," Cibet",1998,"530 S. ; 19 cm","83-85749-14-4",NA,NA,NA,"kart.","pol","XA-PL","","","","","",NA,"","","Die Zauberfrau <poln.>","","99,G03,1593",744,1921,52.2319581,21.0067249,"Lind, Hera"
